order_id,customer_id,customer_name,segment,category,sub_category,region,market,ship_mode,order_priority,quantity,sales,profit,discount,order_date,state
CA-2016-100520,AG-10270,Alejandro Grove,Consumer,Furniture,Furnishings,West,EU,First Class,Critical,8,2874.08,-1110.26,0.20,2016-09-17,Florida
CA-2015-100521,CV-12805,Cynthia Voltz,Corporate,Technology,Machines,West,LATAM,First Class,High,13,4474.60,-386.97,0.45,2016-05-28,New York
CA-2016-100522,PK-19075,Pete Kriz,Corporate,Office Supplies,Envelopes,West,APAC,Standard Class,Critical,14,6239.38,-559.18,0.30,2016-06-19,Ohio
CA-2014-100523,EH-13945,Eric Hoffmann,Corporate,Office Supplies,Paper,South,APAC,Same Day,Low,14,765.80,117.94,0.10,2015-06-03,California
CA-2016-100524,CV-12805,Cynthia Voltz,Corporate,Technology,Copiers,Central,US,Standard Class,Medium,11,2469.39,-735.88,0.10,2014-07-24,Washington
CA-2015-100525,GH-14410,Gary Hansen,Corporate,Technology,Copiers,East,APAC,Second Class,High,14,4186.56,63.71,0.30,2014-11-24,Florida
CA-2016-100526,HP-14815,Harold Pawlan,Consumer,Furniture,Tables,West,US,Second Class,Low,6,570.24,65.06,0.30,2016-06-24,Ohio
CA-2014-100527,HP-14815,Harold Pawlan,Corporate,Office Supplies,Binders,East,US,Standard Class,Critical,1,203.51,-22.33,0.30,2014-06-02,Ohio
CA-2015-100528,MA-17560,Matt Abelman,Consumer,Furniture,Chairs,South,EU,Second Class,High,12,1266.72,-269.59,0.20,2015-05-22,Washington
CA-2016-100529,EH-13945,Eric Hoffmann,Corporate,Furniture,Tables,East,APAC,Same Day,Low,13,1004.12,235.45,0.20,2014-08-30,California
CA-2015-100530,MA-17560,Matt Abelman,Home Office,Furniture,Furnishings,Central,US,Standard Class,Low,12,2421.48,396.32,0.10,2015-12-27,California
CA-2014-100531,KB-16585,Ken Black,Consumer,Furniture,Tables,Central,LATAM,First Class,Critical,6,2990.34,-564.52,0.45,2016-04-09,Illinois
CA-2015-100532,AA-10315,Alex Avila,Corporate,Technology,Accessories,East,US,First Class,Critical,10,937.90,25.73,0.10,2016-08-10,Texas
CA-2015-100533,AG-10270,Alejandro Grove,Home Office,Furniture,Furnishings,Central,LATAM,First Class,High,1,489.37,32.59,0.30,2016-05-04,North Carolina
CA-2014-100534,AG-10270,Alejandro Grove,Home Office,Technology,Machines,South,US,Second Class,Medium,7,3128.09,247.01,0.20,2015-05-19,California
CA-2015-100535,PK-19075,Pete Kriz,Consumer,Furniture,Bookcases,South,APAC,Same Day,Critical,8,1070.48,-231.57,0.30,2016-07-05,Ohio
CA-2014-100536,BH-11710,Brosina Hoffman,Home Office,Technology,Copiers,Central,EU,Standard Class,Medium,2,356.10,94.12,0.10,2014-07-04,Pennsylvania
CA-2016-100537,SO-20335,Sean O'Donnell,Consumer,Furniture,Tables,South,APAC,Standard Class,High,11,568.48,-217.80,0.20,2015-11-29,Texas
CA-2015-100538,CG-12520,Claire Gute,Home Office,Furniture,Tables,West,APAC,Standard Class,Critical,14,4974.34,-1019.06,0.30,2016-09-05,Illinois
CA-2016-100539,LC-16885,Lena Creighton,Consumer,Furniture,Chairs,South,US,Same Day,High,14,407.40,-77.38,0.20,2014-02-26,Texas
CA-2015-100540,PK-19075,Pete Kriz,Home Office,Office Supplies,Art,East,US,First Class,Critical,1,426.91,-20.27,0.10,2015-02-17,Pennsylvania
CA-2015-100541,ZD-21925,Zuschuss Donatelli,Corporate,Technology,Copiers,South,APAC,Same Day,Low,6,2006.58,-133.99,0.20,2015-05-17,Pennsylvania
CA-2015-100542,SF-20065,Sandra Flanagan,Home Office,Technology,Copiers,East,EU,Same Day,Low,7,2220.33,-385.71,0.00,2014-12-16,Florida
CA-2015-100543,TB-21520,Tracy Blumstein,Consumer,Office Supplies,Art,South,APAC,Standard Class,Low,13,3138.46,1066.20,0.10,2015-12-02,California
CA-2015-100544,GH-14410,Gary Hansen,Home Office,Furniture,Tables,West,US,Standard Class,Critical,7,362.39,-44.09,0.45,2014-12-30,Texas
CA-2015-100545,IM-15070,Irene Maddox,Home Office,Office Supplies,Appliances,South,APAC,First Class,Medium,2,422.08,-82.70,0.20,2016-01-12,Washington
CA-2015-100546,IM-15070,Irene Maddox,Consumer,Furniture,Furnishings,West,EU,Same Day,Critical,14,4736.76,-723.09,0.30,2014-01-06,Pennsylvania
CA-2016-100547,RA-19885,Ruben Ausman,Home Office,Technology,Phones,South,APAC,Standard Class,Medium,5,1555.80,-646.48,0.45,2015-11-21,Texas
CA-2015-100548,CG-12520,Claire Gute,Home Office,Furniture,Bookcases,East,EU,Same Day,Medium,14,180.04,46.51,0.10,2014-08-03,New York
CA-2016-100549,ZD-21925,Zuschuss Donatelli,Home Office,Office Supplies,Binders,South,LATAM,Same Day,Low,8,1710.64,-157.43,0.00,2014-06-06,Ohio
CA-2014-100550,LC-16885,Lena Creighton,Home Office,Furniture,Chairs,South,LATAM,Same Day,High,5,1434.35,-669.70,0.30,2014-01-09,California
CA-2015-100551,MA-17560,Matt Abelman,Consumer,Office Supplies,Storage,West,US,Same Day,High,9,2678.04,-112.66,0.45,2016-07-15,Virginia
CA-2015-100552,SO-20335,Sean O'Donnell,Home Office,Office Supplies,Paper,South,US,Second Class,High,8,503.12,-19.96,0.45,2014-12-22,Washington
CA-2016-100553,MA-17560,Matt Abelman,Home Office,Office Supplies,Storage,South,EU,First Class,Critical,4,1025.12,-60.59,0.45,2014-12-14,Pennsylvania
CA-2016-100554,CV-12805,Cynthia Voltz,Home Office,Technology,Machines,West,LATAM,Second Class,Medium,13,3104.40,323.47,0.10,2014-10-17,Washington
CA-2016-100555,IM-15070,Irene Maddox,Consumer,Technology,Phones,West,APAC,First Class,High,2,795.54,-240.75,0.30,2014-08-03,Texas
CA-2014-100556,IM-15070,Irene Maddox,Home Office,Technology,Accessories,East,LATAM,First Class,High,13,474.63,-202.15,0.30,2014-08-21,Illinois
CA-2016-100557,DV-13045,Darrin Van Huff,Consumer,Technology,Machines,South,LATAM,Standard Class,Low,3,1282.32,-329.83,0.45,2014-04-17,North Carolina
CA-2015-100558,RA-19885,Ruben Ausman,Consumer,Furniture,Bookcases,Central,LATAM,Same Day,Low,9,514.62,188.38,0.00,2016-07-21,Texas
CA-2014-100559,CV-12805,Cynthia Voltz,Consumer,Office Supplies,Labels,South,APAC,First Class,Medium,14,1024.80,-14.94,0.10,2015-03-02,New York
CA-2016-100560,AG-10270,Alejandro Grove,Corporate,Office Supplies,Paper,East,EU,Same Day,Critical,6,1899.42,-382.64,0.10,2016-02-11,Pennsylvania
CA-2014-100561,TB-21520,Tracy Blumstein,Consumer,Technology,Machines,Central,APAC,Same Day,Medium,1,224.08,59.71,0.00,2015-06-14,Pennsylvania
CA-2016-100562,DV-13045,Darrin Van Huff,Home Office,Office Supplies,Appliances,Central,LATAM,Same Day,High,11,5078.15,1455.56,0.10,2014-03-01,Illinois
CA-2016-100563,SF-20065,Sandra Flanagan,Consumer,Furniture,Furnishings,South,APAC,Same Day,Medium,9,2764.35,429.00,0.10,2015-04-02,Florida
CA-2015-100564,SO-20335,Sean O'Donnell,Consumer,Furniture,Furnishings,West,APAC,First Class,Medium,7,2547.44,97.58,0.10,2015-07-08,California
CA-2014-100565,CG-12520,Claire Gute,Home Office,Technology,Machines,West,APAC,First Class,High,4,1667.80,120.47,0.20,2015-06-02,New York
CA-2016-100566,DV-13045,Darrin Van Huff,Home Office,Technology,Accessories,East,APAC,First Class,High,8,1219.92,115.34,0.00,2014-08-30,North Carolina
CA-2014-100567,AA-10315,Alex Avila,Corporate,Technology,Phones,South,US,Second Class,Critical,9,3330.63,43.63,0.00,2015-08-20,Pennsylvania
CA-2015-100568,SO-20335,Sean O'Donnell,Home Office,Furniture,Bookcases,South,LATAM,First Class,Critical,7,3113.67,-1122.14,0.30,2014-03-21,Pennsylvania
CA-2015-100569,TB-21520,Tracy Blumstein,Home Office,Technology,Phones,South,EU,Standard Class,Medium,12,5841.24,-1204.32,0.10,2014-05-11,Ohio
CA-2014-100570,MA-17560,Matt Abelman,Consumer,Furniture,Chairs,Central,APAC,Standard Class,Medium,9,1690.38,322.93,0.00,2015-02-23,New York
CA-2016-100571,SF-20065,Sandra Flanagan,Corporate,Office Supplies,Labels,West,APAC,First Class,Medium,5,752.60,236.53,0.00,2014-05-26,Texas
CA-2015-100572,MA-17560,Matt Abelman,Home Office,Furniture,Bookcases,South,APAC,Same Day,Critical,9,1598.22,114.15,0.00,2015-08-10,North Carolina
CA-2015-100573,AA-10315,Alex Avila,Consumer,Furniture,Tables,South,LATAM,Second Class,Critical,13,2960.36,-1193.50,0.30,2016-01-16,Illinois
CA-2014-100574,SN-20710,Stephanie Phelps,Home Office,Furniture,Tables,Central,US,Standard Class,Medium,12,1707.60,619.64,0.00,2015-12-26,North Carolina
CA-2014-100575,SN-20710,Stephanie Phelps,Home Office,Technology,Accessories,East,US,First Class,Medium,10,2632.70,-456.21,0.30,2014-01-20,Washington
CA-2015-100576,LC-16885,Lena Creighton,Consumer,Office Supplies,Art,Central,LATAM,Second Class,Critical,13,3498.30,-485.67,0.20,2014-02-16,California
CA-2014-100577,GH-14410,Gary Hansen,Consumer,Office Supplies,Paper,Central,US,Second Class,High,5,250.30,38.08,0.00,2014-10-20,Pennsylvania
CA-2015-100578,IM-15070,Irene Maddox,Consumer,Furniture,Furnishings,South,APAC,First Class,Critical,3,55.35,-0.35,0.00,2014-04-12,New York
CA-2016-100579,DV-13045,Darrin Van Huff,Corporate,Furniture,Chairs,West,APAC,Standard Class,High,13,3906.76,79.84,0.10,2016-02-10,Ohio
CA-2015-100580,SN-20710,Stephanie Phelps,Home Office,Office Supplies,Art,West,EU,Second Class,High,8,154.48,45.41,0.10,2014-01-20,North Carolina
CA-2015-100581,EH-13945,Eric Hoffmann,Home Office,Office Supplies,Art,East,EU,Same Day,Critical,14,4476.08,934.93,0.10,2014-05-26,California
CA-2015-100582,CG-12520,Claire Gute,Corporate,Office Supplies,Fasteners,Central,LATAM,First Class,Medium,11,5347.98,-860.42,0.00,2016-08-01,North Carolina
CA-2015-100583,GH-14410,Gary Hansen,Home Office,Office Supplies,Appliances,West,EU,First Class,Critical,3,1112.70,-672.67,0.45,2014-04-02,Washington
CA-2015-100584,RA-19885,Ruben Ausman,Corporate,Technology,Machines,East,APAC,First Class,Medium,11,5202.78,1231.84,0.20,2015-12-26,Ohio
CA-2014-100585,RA-19885,Ruben Ausman,Home Office,Office Supplies,Appliances,East,LATAM,Same Day,Critical,12,854.28,167.19,0.00,2014-01-05,Virginia
CA-2015-100586,SO-20335,Sean O'Donnell,Home Office,Technology,Accessories,Central,LATAM,Second Class,Low,9,182.88,-11.53,0.30,2014-12-28,New York
CA-2016-100587,TB-21520,Tracy Blumstein,Corporate,Office Supplies,Envelopes,East,US,First Class,Medium,8,77.04,22.57,0.00,2015-11-28,Washington
CA-2016-100588,MA-17560,Matt Abelman,Corporate,Office Supplies,Appliances,West,APAC,Same Day,Medium,5,1244.75,-639.92,0.45,2014-07-20,Virginia
CA-2016-100589,HP-14815,Harold Pawlan,Consumer,Technology,Copiers,Central,EU,Standard Class,High,2,592.28,-69.40,0.00,2016-08-13,Virginia
CA-2015-100590,TB-21520,Tracy Blumstein,Corporate,Furniture,Tables,Central,US,Same Day,Critical,11,3719.98,1320.63,0.00,2014-11-27,Illinois
CA-2014-100591,GH-14410,Gary Hansen,Corporate,Furniture,Chairs,East,APAC,Standard Class,Low,1,142.58,-21.95,0.30,2014-11-20,Washington
CA-2014-100592,EH-13945,Eric Hoffmann,Consumer,Furniture,Chairs,South,LATAM,Standard Class,High,4,345.68,-124.15,0.20,2015-10-03,Florida
CA-2014-100593,PK-19075,Pete Kriz,Consumer,Furniture,Tables,South,US,Same Day,Low,4,1918.44,640.88,0.00,2015-06-17,New York
CA-2015-100594,DV-13045,Darrin Van Huff,Consumer,Furniture,Tables,Central,LATAM,Standard Class,Low,6,2673.54,825.38,0.00,2014-03-05,California
CA-2014-100595,SN-20710,Stephanie Phelps,Home Office,Furniture,Furnishings,West,LATAM,Same Day,Critical,14,2713.48,546.08,0.00,2015-02-25,Pennsylvania
CA-2016-100596,RA-19885,Ruben Ausman,Consumer,Technology,Accessories,West,US,Standard Class,Low,6,1963.26,186.80,0.00,2014-12-03,North Carolina
CA-2016-100597,HP-14815,Harold Pawlan,Corporate,Technology,Copiers,East,EU,Second Class,Low,11,2825.90,-357.04,0.20,2016-01-13,California
CA-2016-100598,AA-10315,Alex Avila,Consumer,Office Supplies,Paper,East,LATAM,First Class,High,9,4320.63,-854.31,0.20,2016-06-25,Florida
CA-2015-100599,SF-20065,Sandra Flanagan,Consumer,Furniture,Chairs,East,EU,Standard Class,High,1,122.51,-11.25,0.45,2015-03-09,Washington
CA-2016-100600,MA-17560,Matt Abelman,Corporate,Technology,Phones,South,APAC,Second Class,Low,10,3477.40,-980.76,0.45,2014-12-10,Ohio
CA-2014-100601,DV-13045,Darrin Van Huff,Corporate,Office Supplies,Envelopes,Central,LATAM,Second Class,Critical,1,321.19,1.04,0.10,2014-08-07,Texas
CA-2015-100602,CG-12520,Claire Gute,Consumer,Office Supplies,Appliances,Central,US,Standard Class,Medium,2,364.30,-209.52,0.45,2014-10-25,Washington
CA-2014-100603,ZD-21925,Zuschuss Donatelli,Consumer,Furniture,Chairs,West,EU,First Class,Low,5,1804.10,272.23,0.20,2014-09-09,California
CA-2015-100604,AA-10315,Alex Avila,Home Office,Office Supplies,Art,East,LATAM,Standard Class,Low,6,2810.28,-290.77,0.20,2015-01-14,Texas
CA-2016-100605,AA-10315,Alex Avila,Consumer,Furniture,Chairs,West,EU,First Class,Medium,9,1729.89,-334.44,0.20,2015-03-16,Illinois
CA-2015-100606,PK-19075,Pete Kriz,Consumer,Furniture,Furnishings,West,LATAM,Standard Class,Medium,14,946.40,-19.45,0.45,2016-06-26,Virginia
CA-2016-100607,EB-13870,Emily Burns,Home Office,Technology,Machines,South,LATAM,Same Day,High,8,2094.80,-190.24,0.10,2015-01-18,North Carolina
CA-2015-100608,EB-13870,Emily Burns,Consumer,Technology,Accessories,Central,LATAM,Same Day,Medium,4,454.68,-2.80,0.10,2014-08-29,Illinois
CA-2014-100609,AG-10270,Alejandro Grove,Home Office,Technology,Accessories,West,LATAM,First Class,Critical,3,1131.15,-125.64,0.20,2014-12-27,Ohio
CA-2014-100610,TB-21520,Tracy Blumstein,Corporate,Office Supplies,Paper,East,APAC,Standard Class,High,6,2419.38,-538.40,0.20,2014-01-26,New York
CA-2015-100611,ZD-21925,Zuschuss Donatelli,Consumer,Technology,Accessories,East,APAC,Second Class,High,13,1843.79,-435.20,0.10,2014-03-15,Florida
CA-2016-100612,ZD-21925,Zuschuss Donatelli,Home Office,Technology,Machines,Central,US,First Class,High,4,1417.16,494.54,0.10,2016-02-10,Illinois
CA-2014-100613,EB-13870,Emily Burns,Home Office,Office Supplies,Appliances,East,LATAM,Second Class,Critical,8,2630.24,690.58,0.10,2014-08-22,Ohio
CA-2016-100614,KB-16585,Ken Black,Consumer,Furniture,Furnishings,Central,EU,Second Class,High,14,1371.72,-498.99,0.30,2015-04-06,California
CA-2016-100615,MA-17560,Matt Abelman,Home Office,Technology,Machines,Central,APAC,Standard Class,Low,6,699.72,-37.96,0.30,2015-02-18,Texas
CA-2014-100616,AA-10315,Alex Avila,Corporate,Office Supplies,Paper,West,APAC,Same Day,High,7,742.56,-340.53,0.30,2015-01-31,New York
CA-2014-100617,IM-15070,Irene Maddox,Consumer,Furniture,Chairs,South,APAC,Second Class,Medium,1,414.11,-137.65,0.45,2014-07-11,Florida
CA-2015-100618,GH-14410,Gary Hansen,Corporate,Furniture,Tables,East,US,Second Class,Critical,1,187.48,-16.56,0.00,2016-05-30,Ohio
CA-2016-100619,SO-20335,Sean O'Donnell,Corporate,Office Supplies,Envelopes,East,APAC,Second Class,Critical,3,1307.61,-155.70,0.20,2015-12-28,Florida
CA-2016-100620,HP-14815,Harold Pawlan,Corporate,Furniture,Chairs,South,LATAM,Same Day,Low,8,293.36,-31.35,0.30,2014-09-10,New York
CA-2014-100621,ZD-21925,Zuschuss Donatelli,Corporate,Technology,Phones,East,EU,Same Day,Critical,6,2109.96,-307.61,0.20,2016-04-23,Pennsylvania
CA-2014-100622,IM-15070,Irene Maddox,Corporate,Technology,Accessories,Central,US,Second Class,Critical,7,2455.81,-108.54,0.00,2016-06-10,Pennsylvania
CA-2015-100623,SN-20710,Stephanie Phelps,Corporate,Furniture,Furnishings,East,APAC,Second Class,Low,2,757.84,-115.00,0.45,2014-11-30,Ohio
CA-2014-100624,CG-12520,Claire Gute,Consumer,Furniture,Tables,Central,US,Second Class,High,7,1225.77,68.95,0.30,2015-02-11,Ohio
CA-2014-100625,MA-17560,Matt Abelman,Corporate,Office Supplies,Art,Central,EU,Second Class,Low,2,552.94,90.59,0.10,2015-03-25,North Carolina
CA-2014-100626,BH-11710,Brosina Hoffman,Home Office,Furniture,Furnishings,Central,EU,Same Day,High,2,539.30,-210.60,0.30,2015-11-19,Texas
CA-2016-100627,HP-14815,Harold Pawlan,Home Office,Technology,Accessories,West,LATAM,First Class,Critical,11,2953.39,-139.16,0.30,2016-05-06,California
CA-2014-100628,RA-19885,Ruben Ausman,Consumer,Furniture,Bookcases,West,US,Same Day,Low,13,2493.53,757.37,0.10,2015-01-19,California
CA-2016-100629,KB-16585,Ken Black,Consumer,Furniture,Bookcases,East,US,Same Day,Low,4,1918.32,610.03,0.00,2016-04-30,Illinois
CA-2014-100630,KB-16585,Ken Black,Consumer,Technology,Copiers,East,US,First Class,High,10,1075.20,-422.78,0.45,2015-03-15,Texas
CA-2015-100631,CG-12520,Claire Gute,Home Office,Office Supplies,Labels,Central,US,Standard Class,Medium,1,197.65,-70.55,0.30,2015-11-05,Pennsylvania
CA-2014-100632,ZD-21925,Zuschuss Donatelli,Home Office,Technology,Phones,Central,LATAM,Second Class,High,2,715.40,-385.28,0.45,2016-09-09,Texas
CA-2016-100633,CV-12805,Cynthia Voltz,Corporate,Technology,Machines,South,EU,Standard Class,Medium,14,4687.90,83.53,0.00,2015-09-16,California
CA-2014-100634,RA-19885,Ruben Ausman,Corporate,Furniture,Furnishings,South,APAC,Second Class,Medium,4,1481.08,152.33,0.10,2014-03-03,Pennsylvania
CA-2016-100635,HP-14815,Harold Pawlan,Corporate,Technology,Accessories,East,APAC,First Class,Low,4,1848.36,-13.75,0.45,2015-03-31,Virginia
CA-2016-100636,EH-13945,Eric Hoffmann,Consumer,Technology,Machines,East,EU,Same Day,High,13,217.49,-38.54,0.20,2014-07-30,Texas
CA-2016-100637,TB-21520,Tracy Blumstein,Consumer,Technology,Accessories,East,EU,Standard Class,Medium,2,871.16,365.78,0.00,2014-02-23,North Carolina
CA-2014-100638,SN-20710,Stephanie Phelps,Consumer,Furniture,Chairs,South,EU,Second Class,High,9,393.21,-117.00,0.30,2016-01-09,Florida
CA-2015-100639,LC-16885,Lena Creighton,Corporate,Office Supplies,Envelopes,South,EU,Same Day,Critical,5,2159.50,-967.43,0.30,2016-09-22,Pennsylvania
CA-2015-100640,GH-14410,Gary Hansen,Consumer,Technology,Phones,Central,EU,Second Class,High,13,1068.08,-520.29,0.30,2015-01-26,Pennsylvania
CA-2014-100641,TB-21520,Tracy Blumstein,Home Office,Office Supplies,Storage,South,EU,Second Class,Medium,5,953.50,-321.76,0.45,2014-12-08,California
CA-2016-100642,CG-12520,Claire Gute,Corporate,Technology,Machines,South,LATAM,First Class,Low,8,1642.00,182.57,0.30,2016-09-20,Pennsylvania
CA-2016-100643,DV-13045,Darrin Van Huff,Corporate,Furniture,Tables,South,APAC,Standard Class,Critical,10,853.70,104.25,0.30,2016-02-29,Pennsylvania
CA-2014-100644,PK-19075,Pete Kriz,Home Office,Furniture,Tables,East,APAC,Same Day,Medium,1,461.13,4.67,0.20,2015-11-24,Florida
CA-2015-100645,PK-19075,Pete Kriz,Corporate,Technology,Copiers,West,EU,Same Day,Medium,1,62.78,13.74,0.00,2016-07-27,Pennsylvania
CA-2015-100646,AG-10270,Alejandro Grove,Home Office,Technology,Machines,West,US,First Class,Medium,9,4356.00,-518.57,0.30,2016-01-22,Florida
CA-2014-100647,HP-14815,Harold Pawlan,Consumer,Technology,Phones,South,LATAM,First Class,Critical,12,1890.12,435.96,0.10,2014-01-02,Texas
CA-2014-100648,IM-15070,Irene Maddox,Corporate,Office Supplies,Binders,East,EU,Second Class,Low,12,857.88,-327.46,0.30,2016-08-29,Texas
CA-2014-100649,HP-14815,Harold Pawlan,Consumer,Office Supplies,Paper,Central,US,Same Day,Low,8,2522.24,-1460.43,0.45,2015-10-14,Florida
CA-2014-100650,SO-20335,Sean O'Donnell,Consumer,Office Supplies,Appliances,Central,US,Standard Class,Low,10,1212.20,-75.98,0.30,2014-04-14,Washington
CA-2015-100651,GH-14410,Gary Hansen,Home Office,Furniture,Tables,South,APAC,First Class,High,10,2624.40,540.32,0.20,2015-04-30,Illinois
CA-2014-100652,PK-19075,Pete Kriz,Consumer,Office Supplies,Paper,South,LATAM,Second Class,Low,7,2151.45,360.37,0.20,2016-04-05,North Carolina
CA-2016-100653,BH-11710,Brosina Hoffman,Home Office,Technology,Machines,South,LATAM,Second Class,Low,12,4523.52,-273.77,0.10,2015-09-26,Illinois
CA-2016-100654,CG-12520,Claire Gute,Corporate,Technology,Machines,South,US,First Class,Critical,14,387.10,15.74,0.20,2014-08-28,Ohio
CA-2016-100655,BH-11710,Brosina Hoffman,Home Office,Technology,Phones,West,EU,Same Day,Low,5,1527.75,405.48,0.10,2016-06-16,Florida
CA-2014-100656,SN-20710,Stephanie Phelps,Consumer,Office Supplies,Binders,East,US,Standard Class,Critical,8,3822.00,-264.80,0.30,2014-09-04,California
CA-2016-100657,IM-15070,Irene Maddox,Consumer,Office Supplies,Paper,East,LATAM,Standard Class,High,13,1869.14,61.41,0.20,2016-09-01,Washington
CA-2016-100658,LC-16885,Lena Creighton,Corporate,Technology,Accessories,East,EU,First Class,Low,11,1923.90,-144.20,0.30,2016-03-14,Florida
CA-2016-100659,SO-20335,Sean O'Donnell,Corporate,Furniture,Bookcases,East,APAC,Same Day,Low,6,2229.54,410.24,0.10,2014-04-29,Florida
CA-2016-100660,DV-13045,Darrin Van Huff,Consumer,Technology,Copiers,East,US,Same Day,Low,14,2759.82,-806.51,0.30,2015-01-09,Virginia
CA-2014-100661,TB-21520,Tracy Blumstein,Home Office,Office Supplies,Binders,Central,EU,Standard Class,High,14,6604.22,164.39,0.10,2015-04-12,Florida
CA-2014-100662,GH-14410,Gary Hansen,Corporate,Technology,Accessories,Central,LATAM,Standard Class,High,5,2492.20,-845.15,0.45,2016-04-28,Texas
CA-2015-100663,HP-14815,Harold Pawlan,Corporate,Technology,Copiers,East,US,Same Day,High,12,4430.16,1138.14,0.10,2016-01-15,Pennsylvania
CA-2014-100664,MA-17560,Matt Abelman,Home Office,Office Supplies,Paper,South,US,Second Class,High,7,283.85,-61.44,0.20,2016-08-03,North Carolina
CA-2015-100665,DV-13045,Darrin Van Huff,Corporate,Technology,Machines,East,EU,Second Class,Medium,8,2632.32,-1475.64,0.45,2015-12-14,California
CA-2016-100666,SF-20065,Sandra Flanagan,Consumer,Technology,Accessories,West,US,First Class,Critical,11,4332.02,-239.30,0.10,2015-03-14,Texas
CA-2014-100667,DV-13045,Darrin Van Huff,Consumer,Furniture,Furnishings,West,EU,Same Day,Critical,10,2197.40,236.29,0.10,2015-02-18,Florida
CA-2016-100668,RA-19885,Ruben Ausman,Corporate,Furniture,Tables,Central,LATAM,First Class,Low,13,4516.72,1379.97,0.00,2016-06-04,New York
CA-2016-100669,BH-11710,Brosina Hoffman,Home Office,Furniture,Bookcases,South,APAC,Standard Class,Medium,8,2580.00,-1299.78,0.45,2015-08-24,Pennsylvania
CA-2016-100670,MA-17560,Matt Abelman,Consumer,Technology,Phones,South,US,Same Day,Critical,5,1439.25,16.41,0.00,2016-01-01,New York
CA-2016-100671,GH-14410,Gary Hansen,Consumer,Technology,Accessories,West,LATAM,First Class,Low,13,4910.49,-405.45,0.00,2015-09-06,California
CA-2014-100672,AA-10315,Alex Avila,Consumer,Technology,Copiers,West,APAC,First Class,Medium,11,932.80,-450.64,0.45,2016-02-11,Pennsylvania
CA-2016-100673,CG-12520,Claire Gute,Home Office,Furniture,Furnishings,South,EU,Same Day,High,1,473.38,-29.35,0.45,2014-10-28,Virginia
CA-2014-100674,SF-20065,Sandra Flanagan,Corporate,Technology,Copiers,East,EU,Second Class,High,12,648.12,-29.74,0.00,2014-07-12,Florida
CA-2014-100675,AA-10315,Alex Avila,Corporate,Technology,Phones,South,US,First Class,Critical,2,554.36,-84.17,0.20,2016-07-14,Texas
CA-2016-100676,SN-20710,Stephanie Phelps,Home Office,Furniture,Bookcases,East,LATAM,Second Class,High,11,4044.37,664.85,0.10,2015-08-01,Pennsylvania
CA-2015-100677,EB-13870,Emily Burns,Consumer,Furniture,Chairs,Central,US,First Class,High,2,277.42,-160.49,0.45,2015-07-16,Florida
CA-2014-100678,AA-10315,Alex Avila,Consumer,Furniture,Furnishings,Central,LATAM,Standard Class,High,1,53.48,-2.88,0.10,2014-04-18,North Carolina
CA-2015-100679,ZD-21925,Zuschuss Donatelli,Consumer,Technology,Machines,Central,LATAM,Same Day,Medium,10,540.40,-48.10,0.00,2016-08-27,Florida
CA-2014-100680,CG-12520,Claire Gute,Home Office,Technology,Copiers,Central,EU,Same Day,Critical,11,743.05,-97.40,0.30,2014-10-01,Texas
CA-2014-100681,TB-21520,Tracy Blumstein,Corporate,Office Supplies,Storage,West,APAC,Same Day,High,9,1322.82,-213.79,0.30,2016-01-06,New York
CA-2014-100682,CV-12805,Cynthia Voltz,Home Office,Furniture,Bookcases,Central,LATAM,Standard Class,Critical,12,1485.84,-137.70,0.00,2014-02-28,Virginia
CA-2014-100683,AA-10315,Alex Avila,Home Office,Office Supplies,Storage,East,US,Same Day,High,9,3097.26,-608.23,0.45,2015-02-20,Washington
CA-2016-100684,GH-14410,Gary Hansen,Consumer,Technology,Accessories,East,US,First Class,Medium,10,2270.80,314.37,0.10,2016-06-22,Virginia
CA-2016-100685,SF-20065,Sandra Flanagan,Consumer,Furniture,Tables,West,APAC,First Class,Critical,8,1541.20,354.97,0.20,2014-12-13,Florida
CA-2016-100686,AG-10270,Alejandro Grove,Home Office,Furniture,Bookcases,West,LATAM,Same Day,Low,12,3809.16,-1366.15,0.30,2014-11-09,Illinois
CA-2016-100687,CG-12520,Claire Gute,Consumer,Technology,Phones,South,APAC,Standard Class,Low,6,916.08,-180.15,0.00,2016-06-30,Pennsylvania
CA-2015-100688,MA-17560,Matt Abelman,Consumer,Furniture,Bookcases,East,APAC,Second Class,Critical,9,2336.31,-77.17,0.10,2016-07-24,Pennsylvania
CA-2015-100689,SF-20065,Sandra Flanagan,Home Office,Office Supplies,Labels,South,EU,Second Class,High,7,3126.48,-382.98,0.45,2014-04-22,Pennsylvania
CA-2016-100690,CG-12520,Claire Gute,Corporate,Office Supplies,Envelopes,West,EU,Second Class,Critical,2,197.68,-22.36,0.00,2015-03-08,Florida
CA-2015-100691,BH-11710,Brosina Hoffman,Home Office,Office Supplies,Storage,South,EU,Standard Class,Low,9,2252.79,-200.10,0.10,2016-02-22,California
CA-2015-100692,AA-10315,Alex Avila,Corporate,Furniture,Furnishings,West,LATAM,Same Day,High,9,105.84,-28.17,0.10,2016-04-29,Florida
CA-2014-100693,MA-17560,Matt Abelman,Corporate,Furniture,Tables,East,LATAM,Second Class,Critical,4,1242.88,-656.91,0.45,2014-10-15,New York
